Accuracy,Precision,Recall,F1
0.5106382978723404,0.1702127659574468,0.3333333333333333,0.22535211267605634
0.6382978723404256,0.32857142857142857,0.36774193548387096,0.3413421706710853
0.574468085106383,0.1914893617021277,0.3333333333333333,0.24324324324324323
0.6086956521739131,0.2028985507246377,0.3333333333333333,0.2522522522522523
0.32608695652173914,0.10869565217391304,0.3333333333333333,0.16393442622950818
